Datetime,Open,High,Low,Close,Volume,EMA9,EMA20,EMA50,RSI,VWAP
2025-07-31 10:00:00+05:30,24692.75,24693.75,24666.4,24668.1,0,,,,,
2025-07-31 10:01:00+05:30,24667.75,24676.1,24661.55,24670.9,0,,,,,
2025-07-31 10:02:00+05:30,24671.4,24671.95,24653.9,24654.85,0,,,,,
2025-07-31 10:03:00+05:30,24654.7,24659.1,24653.6,24656.65,0,,,,,
2025-07-31 10:04:00+05:30,24656.5,24663.75,24654.05,24661.9,0,,,,,
2025-07-31 10:05:00+05:30,24660.95,24668.1,24659.5,24666.45,0,,,,,
2025-07-31 10:06:00+05:30,24666.65,24668.3,24663.6,24666.7,0,,,,,
2025-07-31 10:07:00+05:30,24667.45,24682.6,24667.45,24682.6,0,,,,,
2025-07-31 10:08:00+05:30,24682.75,24687.0,24679.45,24679.45,0,,,,,
2025-07-31 10:09:00+05:30,24679.1,24682.9,24677.7,24678.15,0,,,,,
2025-07-31 10:10:00+05:30,24678.1,24678.75,24667.35,24672.5,0,,,,,
2025-07-31 10:11:00+05:30,24673.15,24683.45,24673.15,24678.65,0,,,,,
2025-07-31 10:12:00+05:30,24679.35,24679.35,24671.85,24672.4,0,,,,,
2025-07-31 10:13:00+05:30,24672.45,24673.6,24665.3,24665.6,0,,,,,
2025-07-31 10:14:00+05:30,24665.95,24674.0,24665.95,24673.6,0,,,,,
2025-07-31 10:15:00+05:30,24673.2,24674.85,24667.15,24674.85,0,,,,,
2025-07-31 10:16:00+05:30,24675.15,24682.95,24675.15,24679.1,0,,,,,
2025-07-31 10:17:00+05:30,24678.55,24679.05,24671.45,24674.0,0,,,,,
2025-07-31 10:18:00+05:30,24673.85,24680.0,24673.3,24674.5,0,,,,,
2025-07-31 10:19:00+05:30,24674.1,24677.05,24672.8,24675.3,0,,,,,
2025-07-31 10:20:00+05:30,24676.2,24676.2,24667.35,24671.15,0,,,,,
2025-07-31 10:21:00+05:30,24670.6,24672.1,24666.7,24668.05,0,,,,,
